Frame,Sous-titres
4947,And because it became ineffable
4948,And because it became ineffable
4949,And because it became ineffable
4950,And because it became ineffable
4951,And because it became ineffable
4952,And because it became ineffable
4953,And because it became ineffable
4954,And because it became ineffable
4955,And because it became ineffable
4956,And because it became ineffable
4957,And because it became ineffable
4958,And because it became ineffable
4959,And because it became ineffable
4960,And because it became ineffable
4961,And because it became ineffable
4962,And because it became ineffable
4963,And because it became ineffable
4964,And because it became ineffable
4965,And because it became ineffable
4966,And because it became ineffable
4967,And because it became ineffable
4968,And because it became ineffable
4969,And because it became ineffable
4970,And because it became ineffable
4971,And because it became ineffable
4972,"And because it became ineffable
that we would have to shoot the sheep."
4973,that we would have to shoot the sheep.
4974,that we would have to shoot the sheep.
4975,that we would have to shoot the sheep.
4976,that we would have to shoot the sheep.
4977,that we would have to shoot the sheep.
4978,that we would have to shoot the sheep.
4979,that we would have to shoot the sheep.
4980,that we would have to shoot the sheep.
4981,that we would have to shoot the sheep.
4982,that we would have to shoot the sheep.
4983,that we would have to shoot the sheep.
4984,that we would have to shoot the sheep.
4985,that we would have to shoot the sheep.
4986,that we would have to shoot the sheep.
4987,that we would have to shoot the sheep.
4988,that we would have to shoot the sheep.
4989,that we would have to shoot the sheep.
4990,that we would have to shoot the sheep.
4991,that we would have to shoot the sheep.
4992,that we would have to shoot the sheep.
4993,that we would have to shoot the sheep.
4994,that we would have to shoot the sheep.
4995,that we would have to shoot the sheep.
4996,that we would have to shoot the sheep.
4997,that we would have to shoot the sheep.
4998,that we would have to shoot the sheep.
4999,that we would have to shoot the sheep.
5000,that we would have to shoot the sheep.
5001,that we would have to shoot the sheep.
5002,that we would have to shoot the sheep.
5003,that we would have to shoot the sheep.
5004,that we would have to shoot the sheep.
5005,that we would have to shoot the sheep.
5006,that we would have to shoot the sheep.
5007,that we would have to shoot the sheep.
5008,that we would have to shoot the sheep.
5009,that we would have to shoot the sheep.
5010,that we would have to shoot the sheep.
5011,that we would have to shoot the sheep.
5012,that we would have to shoot the sheep.
5013,that we would have to shoot the sheep.
5014,that we would have to shoot the sheep.
5015,that we would have to shoot the sheep.
5016,that we would have to shoot the sheep.
5017,that we would have to shoot the sheep.
5018,that we would have to shoot the sheep.
5019,that we would have to shoot the sheep.
5020,that we would have to shoot the sheep.
5021,"that we would have to shoot the sheep.
And it was a very sad day."
5022,And it was a very sad day.
5023,And it was a very sad day.
5024,And it was a very sad day.
5025,And it was a very sad day.
5026,And it was a very sad day.
5027,And it was a very sad day.
5028,And it was a very sad day.
5029,And it was a very sad day.
5030,And it was a very sad day.
5031,And it was a very sad day.
5032,And it was a very sad day.
5033,And it was a very sad day.
5034,And it was a very sad day.
5035,And it was a very sad day.
5036,And it was a very sad day.
5037,And it was a very sad day.
5038,And it was a very sad day.
5039,And it was a very sad day.
5040,And it was a very sad day.
5041,And it was a very sad day.
5042,And it was a very sad day.
5043,And it was a very sad day.
5044,And it was a very sad day.
5045,And it was a very sad day.
5046,And it was a very sad day.
5047,And it was a very sad day.
5048,And it was a very sad day.
5049,And it was a very sad day.
5050,And it was a very sad day.
5051,And it was a very sad day.
5052,And it was a very sad day.
5053,And it was a very sad day.
5054,And it was a very sad day.
5055,And it was a very sad day.
5056,And it was a very sad day.
5057,And it was a very sad day.
5058,And it was a very sad day.
5059,And it was a very sad day.
5060,And it was a very sad day.
5061,And it was a very sad day.
5062,And it was a very sad day.
5063,And it was a very sad day.
5064,And it was a very sad day.
5065,And it was a very sad day.
5066,"And it was a very sad day.
They were yarded and we had a big pit alongside"
5067,They were yarded and we had a big pit alongside
5068,They were yarded and we had a big pit alongside
5069,They were yarded and we had a big pit alongside
5070,They were yarded and we had a big pit alongside
5071,They were yarded and we had a big pit alongside
5072,They were yarded and we had a big pit alongside
5073,They were yarded and we had a big pit alongside
5074,They were yarded and we had a big pit alongside
5075,They were yarded and we had a big pit alongside
5076,They were yarded and we had a big pit alongside
5077,They were yarded and we had a big pit alongside
5078,They were yarded and we had a big pit alongside
5079,They were yarded and we had a big pit alongside
5080,They were yarded and we had a big pit alongside
5081,They were yarded and we had a big pit alongside
5082,They were yarded and we had a big pit alongside
5083,They were yarded and we had a big pit alongside
5084,They were yarded and we had a big pit alongside
5085,They were yarded and we had a big pit alongside
5086,They were yarded and we had a big pit alongside
5087,They were yarded and we had a big pit alongside
5088,They were yarded and we had a big pit alongside
5089,They were yarded and we had a big pit alongside
5090,They were yarded and we had a big pit alongside
5091,They were yarded and we had a big pit alongside
5092,They were yarded and we had a big pit alongside
5093,They were yarded and we had a big pit alongside
5094,They were yarded and we had a big pit alongside
5095,They were yarded and we had a big pit alongside
5096,They were yarded and we had a big pit alongside
5097,They were yarded and we had a big pit alongside
5098,They were yarded and we had a big pit alongside
5099,They were yarded and we had a big pit alongside
5100,They were yarded and we had a big pit alongside
5101,They were yarded and we had a big pit alongside
5102,They were yarded and we had a big pit alongside
5103,They were yarded and we had a big pit alongside
5104,They were yarded and we had a big pit alongside
5105,They were yarded and we had a big pit alongside
5106,They were yarded and we had a big pit alongside
5107,They were yarded and we had a big pit alongside
5108,They were yarded and we had a big pit alongside
5109,They were yarded and we had a big pit alongside
5110,They were yarded and we had a big pit alongside
5111,They were yarded and we had a big pit alongside
5112,They were yarded and we had a big pit alongside
5113,They were yarded and we had a big pit alongside
5114,They were yarded and we had a big pit alongside
5115,They were yarded and we had a big pit alongside
5116,They were yarded and we had a big pit alongside
5117,They were yarded and we had a big pit alongside
5118,They were yarded and we had a big pit alongside
5119,They were yarded and we had a big pit alongside
5120,They were yarded and we had a big pit alongside
5121,They were yarded and we had a big pit alongside
5122,They were yarded and we had a big pit alongside
5123,They were yarded and we had a big pit alongside
5124,They were yarded and we had a big pit alongside
5125,They were yarded and we had a big pit alongside
5126,They were yarded and we had a big pit alongside
5127,They were yarded and we had a big pit alongside
5128,They were yarded and we had a big pit alongside
5129,They were yarded and we had a big pit alongside
5130,They were yarded and we had a big pit alongside
5131,They were yarded and we had a big pit alongside
5132,They were yarded and we had a big pit alongside
5133,They were yarded and we had a big pit alongside
5134,They were yarded and we had a big pit alongside
5135,They were yarded and we had a big pit alongside
5136,They were yarded and we had a big pit alongside
5137,They were yarded and we had a big pit alongside
5138,They were yarded and we had a big pit alongside
5139,They were yarded and we had a big pit alongside
5140,They were yarded and we had a big pit alongside
5141,They were yarded and we had a big pit alongside
5142,They were yarded and we had a big pit alongside
5143,They were yarded and we had a big pit alongside
5144,They were yarded and we had a big pit alongside
5145,They were yarded and we had a big pit alongside
5146,They were yarded and we had a big pit alongside
5147,They were yarded and we had a big pit alongside
5148,They were yarded and we had a big pit alongside
5149,They were yarded and we had a big pit alongside
5150,They were yarded and we had a big pit alongside
5151,They were yarded and we had a big pit alongside
5152,"They were yarded and we had a big pit alongside
and I helped my neighbour and my neighbour helped me."
5153,and I helped my neighbour and my neighbour helped me.
5154,and I helped my neighbour and my neighbour helped me.
5155,and I helped my neighbour and my neighbour helped me.
5156,and I helped my neighbour and my neighbour helped me.
5157,and I helped my neighbour and my neighbour helped me.
5158,and I helped my neighbour and my neighbour helped me.
5159,and I helped my neighbour and my neighbour helped me.
5160,and I helped my neighbour and my neighbour helped me.
5161,and I helped my neighbour and my neighbour helped me.
5162,and I helped my neighbour and my neighbour helped me.
5163,and I helped my neighbour and my neighbour helped me.
5164,and I helped my neighbour and my neighbour helped me.
5165,and I helped my neighbour and my neighbour helped me.
5166,and I helped my neighbour and my neighbour helped me.
5167,and I helped my neighbour and my neighbour helped me.
5168,and I helped my neighbour and my neighbour helped me.
5169,and I helped my neighbour and my neighbour helped me.
5170,and I helped my neighbour and my neighbour helped me.
5171,and I helped my neighbour and my neighbour helped me.
5172,and I helped my neighbour and my neighbour helped me.
5173,and I helped my neighbour and my neighbour helped me.
5174,and I helped my neighbour and my neighbour helped me.
5175,and I helped my neighbour and my neighbour helped me.
5176,and I helped my neighbour and my neighbour helped me.
5177,and I helped my neighbour and my neighbour helped me.
5178,and I helped my neighbour and my neighbour helped me.
5179,and I helped my neighbour and my neighbour helped me.
5180,and I helped my neighbour and my neighbour helped me.
5181,and I helped my neighbour and my neighbour helped me.
5182,and I helped my neighbour and my neighbour helped me.
5183,and I helped my neighbour and my neighbour helped me.
5184,and I helped my neighbour and my neighbour helped me.
5185,and I helped my neighbour and my neighbour helped me.
5186,and I helped my neighbour and my neighbour helped me.
5187,and I helped my neighbour and my neighbour helped me.
5188,and I helped my neighbour and my neighbour helped me.
5189,and I helped my neighbour and my neighbour helped me.
5190,and I helped my neighbour and my neighbour helped me.
5191,and I helped my neighbour and my neighbour helped me.
5192,and I helped my neighbour and my neighbour helped me.
5193,and I helped my neighbour and my neighbour helped me.
5194,and I helped my neighbour and my neighbour helped me.
5195,and I helped my neighbour and my neighbour helped me.
5196,and I helped my neighbour and my neighbour helped me.
5197,and I helped my neighbour and my neighbour helped me.
5198,and I helped my neighbour and my neighbour helped me.
5199,and I helped my neighbour and my neighbour helped me.
5200,and I helped my neighbour and my neighbour helped me.
5201,and I helped my neighbour and my neighbour helped me.
5202,and I helped my neighbour and my neighbour helped me.
5203,and I helped my neighbour and my neighbour helped me.
5204,and I helped my neighbour and my neighbour helped me.
5205,and I helped my neighbour and my neighbour helped me.
5206,and I helped my neighbour and my neighbour helped me.
5207,and I helped my neighbour and my neighbour helped me.
5208,and I helped my neighbour and my neighbour helped me.
5209,and I helped my neighbour and my neighbour helped me.
5210,and I helped my neighbour and my neighbour helped me.
5211,and I helped my neighbour and my neighbour helped me.
5212,and I helped my neighbour and my neighbour helped me.
5213,and I helped my neighbour and my neighbour helped me.
5214,and I helped my neighbour and my neighbour helped me.
5215,and I helped my neighbour and my neighbour helped me.
5216,and I helped my neighbour and my neighbour helped me.
5217,and I helped my neighbour and my neighbour helped me.
5218,and I helped my neighbour and my neighbour helped me.
5219,and I helped my neighbour and my neighbour helped me.
5220,and I helped my neighbour and my neighbour helped me.
5221,and I helped my neighbour and my neighbour helped me.
5222,and I helped my neighbour and my neighbour helped me.
5223,and I helped my neighbour and my neighbour helped me.
5224,and I helped my neighbour and my neighbour helped me.
5225,and I helped my neighbour and my neighbour helped me.
5226,and I helped my neighbour and my neighbour helped me.
5227,and I helped my neighbour and my neighbour helped me.
5228,and I helped my neighbour and my neighbour helped me.
5229,and I helped my neighbour and my neighbour helped me.
5230,and I helped my neighbour and my neighbour helped me.
5231,and I helped my neighbour and my neighbour helped me.
5232,and I helped my neighbour and my neighbour helped me.
5233,and I helped my neighbour and my neighbour helped me.
5234,and I helped my neighbour and my neighbour helped me.
5235,and I helped my neighbour and my neighbour helped me.
5236,and I helped my neighbour and my neighbour helped me.
5237,and I helped my neighbour and my neighbour helped me.
5238,and I helped my neighbour and my neighbour helped me.
5239,and I helped my neighbour and my neighbour helped me.
5240,and I helped my neighbour and my neighbour helped me.
5241,and I helped my neighbour and my neighbour helped me.
5242,and I helped my neighbour and my neighbour helped me.
5243,and I helped my neighbour and my neighbour helped me.
5244,and I helped my neighbour and my neighbour helped me.
5245,and I helped my neighbour and my neighbour helped me.
5246,"and I helped my neighbour and my neighbour helped me.
So you systematically went through with the rifle,"
5247,"So you systematically went through with the rifle,"
5248,"So you systematically went through with the rifle,"
5249,"So you systematically went through with the rifle,"
5250,"So you systematically went through with the rifle,"
5251,"So you systematically went through with the rifle,"
5252,"So you systematically went through with the rifle,"
5253,"So you systematically went through with the rifle,"
5254,"So you systematically went through with the rifle,"
5255,"So you systematically went through with the rifle,"
5256,"So you systematically went through with the rifle,"
5257,"So you systematically went through with the rifle,"
5258,"So you systematically went through with the rifle,"
5259,"So you systematically went through with the rifle,"
5260,"So you systematically went through with the rifle,"
5261,"So you systematically went through with the rifle,"
5262,"So you systematically went through with the rifle,"
5263,"So you systematically went through with the rifle,"
5264,"So you systematically went through with the rifle,"
5265,"So you systematically went through with the rifle,"
5266,"So you systematically went through with the rifle,"
5267,"So you systematically went through with the rifle,"
5268,"So you systematically went through with the rifle,"
5269,"So you systematically went through with the rifle,"
5270,"So you systematically went through with the rifle,"
5271,"So you systematically went through with the rifle,"
5272,"So you systematically went through with the rifle,"
5273,"So you systematically went through with the rifle,"
5274,"So you systematically went through with the rifle,"
5275,"So you systematically went through with the rifle,"
5276,"So you systematically went through with the rifle,"
5277,"So you systematically went through with the rifle,"
5278,"So you systematically went through with the rifle,"
5279,"So you systematically went through with the rifle,"
5280,"So you systematically went through with the rifle,"
5281,"So you systematically went through with the rifle,"
5282,"So you systematically went through with the rifle,"
5283,"So you systematically went through with the rifle,"
5284,"So you systematically went through with the rifle,"
5285,"So you systematically went through with the rifle,"
5286,"So you systematically went through with the rifle,"
5287,"So you systematically went through with the rifle,"
5288,"So you systematically went through with the rifle,"
5289,"So you systematically went through with the rifle,"
5290,"So you systematically went through with the rifle,"
5291,"So you systematically went through with the rifle,"
5292,"So you systematically went through with the rifle,"
5293,"So you systematically went through with the rifle,"
5294,"So you systematically went through with the rifle,"
5295,"So you systematically went through with the rifle,"
5296,"So you systematically went through with the rifle,"
5297,"So you systematically went through with the rifle,"
5298,"So you systematically went through with the rifle,"
5299,"So you systematically went through with the rifle,"
5300,"So you systematically went through with the rifle,"
5301,"So you systematically went through with the rifle,"
5302,"So you systematically went through with the rifle,"
5303,"So you systematically went through with the rifle,"
5304,"So you systematically went through with the rifle,"
5305,"So you systematically went through with the rifle,"
5306,"So you systematically went through with the rifle,"
5307,"So you systematically went through with the rifle,"
5308,"So you systematically went through with the rifle,"
5309,"So you systematically went through with the rifle,"
5310,"So you systematically went through with the rifle,"
5311,"So you systematically went through with the rifle,"
5312,"So you systematically went through with the rifle,"
5313,"So you systematically went through with the rifle,"
5314,"So you systematically went through with the rifle,"
5315,"So you systematically went through with the rifle,"
5316,"So you systematically went through with the rifle,
bang, bang, bang, and you were just shooting the sheep."
5317,"bang, bang, bang, and you were just shooting the sheep."
5318,"bang, bang, bang, and you were just shooting the sheep."
5319,"bang, bang, bang, and you were just shooting the sheep."
5320,"bang, bang, bang, and you were just shooting the sheep."
5321,"bang, bang, bang, and you were just shooting the sheep."
5322,"bang, bang, bang, and you were just shooting the sheep."
5323,"bang, bang, bang, and you were just shooting the sheep."
5324,"bang, bang, bang, and you were just shooting the sheep."
5325,"bang, bang, bang, and you were just shooting the sheep."
5326,"bang, bang, bang, and you were just shooting the sheep."
5327,"bang, bang, bang, and you were just shooting the sheep."
5328,"bang, bang, bang, and you were just shooting the sheep."
5329,"bang, bang, bang, and you were just shooting the sheep."
5330,"bang, bang, bang, and you were just shooting the sheep."
5331,"bang, bang, bang, and you were just shooting the sheep."
5332,"bang, bang, bang, and you were just shooting the sheep."
5333,"bang, bang, bang, and you were just shooting the sheep."
5334,"bang, bang, bang, and you were just shooting the sheep."
5335,"bang, bang, bang, and you were just shooting the sheep."
5336,"bang, bang, bang, and you were just shooting the sheep."
5337,"bang, bang, bang, and you were just shooting the sheep."
5338,"bang, bang, bang, and you were just shooting the sheep."
5339,"bang, bang, bang, and you were just shooting the sheep."
5340,"bang, bang, bang, and you were just shooting the sheep."
5341,"bang, bang, bang, and you were just shooting the sheep."
5342,"bang, bang, bang, and you were just shooting the sheep."
5343,"bang, bang, bang, and you were just shooting the sheep."
5344,"bang, bang, bang, and you were just shooting the sheep."
5345,"bang, bang, bang, and you were just shooting the sheep."
5346,"bang, bang, bang, and you were just shooting the sheep."
5347,"bang, bang, bang, and you were just shooting the sheep."
5348,"bang, bang, bang, and you were just shooting the sheep."
5349,"bang, bang, bang, and you were just shooting the sheep."
5350,"bang, bang, bang, and you were just shooting the sheep."
5351,"bang, bang, bang, and you were just shooting the sheep."
5352,"bang, bang, bang, and you were just shooting the sheep."
5353,"bang, bang, bang, and you were just shooting the sheep."
5354,"bang, bang, bang, and you were just shooting the sheep."
5355,"bang, bang, bang, and you were just shooting the sheep."
5356,"bang, bang, bang, and you were just shooting the sheep."
5357,"bang, bang, bang, and you were just shooting the sheep."
5358,"bang, bang, bang, and you were just shooting the sheep."
5359,"bang, bang, bang, and you were just shooting the sheep."
5360,"bang, bang, bang, and you were just shooting the sheep."
5361,"bang, bang, bang, and you were just shooting the sheep."
5362,"bang, bang, bang, and you were just shooting the sheep."
5363,"bang, bang, bang, and you were just shooting the sheep."
5364,"bang, bang, bang, and you were just shooting the sheep."
5365,"bang, bang, bang, and you were just shooting the sheep."
5366,"bang, bang, bang, and you were just shooting the sheep."
5367,"bang, bang, bang, and you were just shooting the sheep."
5368,"bang, bang, bang, and you were just shooting the sheep."
5369,"bang, bang, bang, and you were just shooting the sheep."
5370,"bang, bang, bang, and you were just shooting the sheep."
5371,"bang, bang, bang, and you were just shooting the sheep."
5372,"bang, bang, bang, and you were just shooting the sheep."
5373,"bang, bang, bang, and you were just shooting the sheep."
5374,"bang, bang, bang, and you were just shooting the sheep."
5375,"bang, bang, bang, and you were just shooting the sheep."
5376,"bang, bang, bang, and you were just shooting the sheep."
5377,"bang, bang, bang, and you were just shooting the sheep."
5378,"bang, bang, bang, and you were just shooting the sheep."
5379,"bang, bang, bang, and you were just shooting the sheep."
5380,"bang, bang, bang, and you were just shooting the sheep."
5381,"bang, bang, bang, and you were just shooting the sheep."
5382,"bang, bang, bang, and you were just shooting the sheep."
5383,"bang, bang, bang, and you were just shooting the sheep."
5384,"bang, bang, bang, and you were just shooting the sheep."
5385,"bang, bang, bang, and you were just shooting the sheep."
5386,"bang, bang, bang, and you were just shooting the sheep."
5387,"bang, bang, bang, and you were just shooting the sheep."
5388,"bang, bang, bang, and you were just shooting the sheep."
5389,"bang, bang, bang, and you were just shooting the sheep."
5390,"bang, bang, bang, and you were just shooting the sheep."
5391,"bang, bang, bang, and you were just shooting the sheep."
5392,"bang, bang, bang, and you were just shooting the sheep."
5393,"bang, bang, bang, and you were just shooting the sheep."
5394,"bang, bang, bang, and you were just shooting the sheep."
5395,"bang, bang, bang, and you were just shooting the sheep."
5396,"bang, bang, bang, and you were just shooting the sheep."
5397,"bang, bang, bang, and you were just shooting the sheep."
5398,"bang, bang, bang, and you were just shooting the sheep."
5399,"bang, bang, bang, and you were just shooting the sheep."
5400,"bang, bang, bang, and you were just shooting the sheep."
5401,"bang, bang, bang, and you were just shooting the sheep."
5402,"bang, bang, bang, and you were just shooting the sheep."
5403,"bang, bang, bang, and you were just shooting the sheep."
5404,"bang, bang, bang, and you were just shooting the sheep."
5405,"bang, bang, bang, and you were just shooting the sheep."
5406,"bang, bang, bang, and you were just shooting the sheep."
5407,"bang, bang, bang, and you were just shooting the sheep."
5408,"bang, bang, bang, and you were just shooting the sheep."
5409,"bang, bang, bang, and you were just shooting the sheep."
5410,"bang, bang, bang, and you were just shooting the sheep."
5411,"bang, bang, bang, and you were just shooting the sheep."
5412,"bang, bang, bang, and you were just shooting the sheep."
5413,"bang, bang, bang, and you were just shooting the sheep."
5414,"bang, bang, bang, and you were just shooting the sheep."
5415,"bang, bang, bang, and you were just shooting the sheep."
5416,"bang, bang, bang, and you were just shooting the sheep."
5417,"bang, bang, bang, and you were just shooting the sheep."
5418,"bang, bang, bang, and you were just shooting the sheep."
5419,"bang, bang, bang, and you were just shooting the sheep.
And then we were just dragging them"
5420,And then we were just dragging them
5421,And then we were just dragging them
5422,And then we were just dragging them
5423,And then we were just dragging them
5424,And then we were just dragging them
5425,And then we were just dragging them
5426,And then we were just dragging them
5427,And then we were just dragging them
5428,And then we were just dragging them
5429,And then we were just dragging them
5430,And then we were just dragging them
5431,And then we were just dragging them
5432,And then we were just dragging them
5433,And then we were just dragging them
5434,And then we were just dragging them
5435,And then we were just dragging them
5436,And then we were just dragging them
5437,And then we were just dragging them
5438,And then we were just dragging them
5439,And then we were just dragging them
5440,And then we were just dragging them
5441,And then we were just dragging them
5442,And then we were just dragging them
5443,And then we were just dragging them
5444,And then we were just dragging them
5445,And then we were just dragging them
5446,And then we were just dragging them
5447,And then we were just dragging them
5448,And then we were just dragging them
5449,And then we were just dragging them
5450,And then we were just dragging them
5451,And then we were just dragging them
5452,And then we were just dragging them
5453,And then we were just dragging them
5454,And then we were just dragging them
5455,And then we were just dragging them
5456,And then we were just dragging them
5457,And then we were just dragging them
5458,And then we were just dragging them
5459,And then we were just dragging them
5460,And then we were just dragging them
5461,And then we were just dragging them
5462,And then we were just dragging them
5463,And then we were just dragging them
5464,And then we were just dragging them
5465,"And then we were just dragging them
and tipping them over the side of the pit."
5466,and tipping them over the side of the pit.
5467,and tipping them over the side of the pit.
5468,and tipping them over the side of the pit.
5469,and tipping them over the side of the pit.
5470,and tipping them over the side of the pit.
5471,and tipping them over the side of the pit.
5472,and tipping them over the side of the pit.
5473,and tipping them over the side of the pit.
5474,and tipping them over the side of the pit.
5475,and tipping them over the side of the pit.
5476,and tipping them over the side of the pit.
5477,and tipping them over the side of the pit.
5478,and tipping them over the side of the pit.
5479,and tipping them over the side of the pit.
5480,and tipping them over the side of the pit.
5481,and tipping them over the side of the pit.
5482,and tipping them over the side of the pit.
5483,and tipping them over the side of the pit.
5484,and tipping them over the side of the pit.
5485,and tipping them over the side of the pit.
5486,and tipping them over the side of the pit.
5487,and tipping them over the side of the pit.
5488,and tipping them over the side of the pit.
5489,and tipping them over the side of the pit.
5490,and tipping them over the side of the pit.
5491,and tipping them over the side of the pit.
5492,and tipping them over the side of the pit.
5493,and tipping them over the side of the pit.
5494,and tipping them over the side of the pit.
5495,and tipping them over the side of the pit.
5496,and tipping them over the side of the pit.
5497,and tipping them over the side of the pit.
5498,and tipping them over the side of the pit.
5499,and tipping them over the side of the pit.
5500,and tipping them over the side of the pit.
5501,and tipping them over the side of the pit.
5502,and tipping them over the side of the pit.
5503,and tipping them over the side of the pit.
5504,and tipping them over the side of the pit.
5505,and tipping them over the side of the pit.
5506,and tipping them over the side of the pit.
5507,and tipping them over the side of the pit.
5508,and tipping them over the side of the pit.
5509,and tipping them over the side of the pit.
5510,and tipping them over the side of the pit.
5511,and tipping them over the side of the pit.
5512,and tipping them over the side of the pit.
5513,and tipping them over the side of the pit.
5514,and tipping them over the side of the pit.
5515,and tipping them over the side of the pit.
5516,"and tipping them over the side of the pit.
It was horrible, it was horrendous."
5517,"It was horrible, it was horrendous."
5518,"It was horrible, it was horrendous."
5519,"It was horrible, it was horrendous."
5520,"It was horrible, it was horrendous."
5521,"It was horrible, it was horrendous."
5522,"It was horrible, it was horrendous."
5523,"It was horrible, it was horrendous."
5524,"It was horrible, it was horrendous."
5525,"It was horrible, it was horrendous."
5526,"It was horrible, it was horrendous."
5527,"It was horrible, it was horrendous."
5528,"It was horrible, it was horrendous."
5529,"It was horrible, it was horrendous."
5530,"It was horrible, it was horrendous."
5531,"It was horrible, it was horrendous."
5532,"It was horrible, it was horrendous."
5533,"It was horrible, it was horrendous."
5534,"It was horrible, it was horrendous."
5535,"It was horrible, it was horrendous."
5536,"It was horrible, it was horrendous."
5537,"It was horrible, it was horrendous."
5538,"It was horrible, it was horrendous."
5539,"It was horrible, it was horrendous."
5540,"It was horrible, it was horrendous."
5541,"It was horrible, it was horrendous."
5542,"It was horrible, it was horrendous."
5543,"It was horrible, it was horrendous."
5544,"It was horrible, it was horrendous."
5545,"It was horrible, it was horrendous."
5546,"It was horrible, it was horrendous."
5547,"It was horrible, it was horrendous."
5548,"It was horrible, it was horrendous."
5549,"It was horrible, it was horrendous."
5550,"It was horrible, it was horrendous."
5551,"It was horrible, it was horrendous."
5552,"It was horrible, it was horrendous."
5553,"It was horrible, it was horrendous."
5554,"It was horrible, it was horrendous."
5555,"It was horrible, it was horrendous."
5556,"It was horrible, it was horrendous."
5557,"It was horrible, it was horrendous."
5558,"It was horrible, it was horrendous."
5559,"It was horrible, it was horrendous."
5560,"It was horrible, it was horrendous."
5561,"It was horrible, it was horrendous."
5562,"It was horrible, it was horrendous."
5563,"It was horrible, it was horrendous."
5564,"It was horrible, it was horrendous."
5565,"It was horrible, it was horrendous."
5566,"It was horrible, it was horrendous."
5567,"It was horrible, it was horrendous."
5568,"It was horrible, it was horrendous."
5569,"It was horrible, it was horrendous."
5570,"It was horrible, it was horrendous."
5571,"It was horrible, it was horrendous.
And, you know, blood and shooting sheep"
5572,"And, you know, blood and shooting sheep"
5573,"And, you know, blood and shooting sheep"
5574,"And, you know, blood and shooting sheep"
5575,"And, you know, blood and shooting sheep"
5576,"And, you know, blood and shooting sheep"
5577,"And, you know, blood and shooting sheep"
5578,"And, you know, blood and shooting sheep"
5579,"And, you know, blood and shooting sheep"
5580,"And, you know, blood and shooting sheep"
5581,"And, you know, blood and shooting sheep"
5582,"And, you know, blood and shooting sheep"
5583,"And, you know, blood and shooting sheep"
5584,"And, you know, blood and shooting sheep"
5585,"And, you know, blood and shooting sheep"
5586,"And, you know, blood and shooting sheep"
5587,"And, you know, blood and shooting sheep"
5588,"And, you know, blood and shooting sheep"
5589,"And, you know, blood and shooting sheep"
5590,"And, you know, blood and shooting sheep"
5591,"And, you know, blood and shooting sheep"
5592,"And, you know, blood and shooting sheep"
5593,"And, you know, blood and shooting sheep"
5594,"And, you know, blood and shooting sheep"
5595,"And, you know, blood and shooting sheep"
5596,"And, you know, blood and shooting sheep"
5597,"And, you know, blood and shooting sheep"
5598,"And, you know, blood and shooting sheep"
5599,"And, you know, blood and shooting sheep"
5600,"And, you know, blood and shooting sheep"
5601,"And, you know, blood and shooting sheep"
5602,"And, you know, blood and shooting sheep"
5603,"And, you know, blood and shooting sheep"
5604,"And, you know, blood and shooting sheep"
5605,"And, you know, blood and shooting sheep"
5606,"And, you know, blood and shooting sheep"
5607,"And, you know, blood and shooting sheep"
5608,"And, you know, blood and shooting sheep"
5609,"And, you know, blood and shooting sheep"
5610,"And, you know, blood and shooting sheep"
5611,"And, you know, blood and shooting sheep"
5612,"And, you know, blood and shooting sheep"
5613,"And, you know, blood and shooting sheep"
5614,"And, you know, blood and shooting sheep"
5615,"And, you know, blood and shooting sheep"
5616,"And, you know, blood and shooting sheep"
5617,"And, you know, blood and shooting sheep"
5618,"And, you know, blood and shooting sheep"
5619,"And, you know, blood and shooting sheep"
5620,"And, you know, blood and shooting sheep"
5621,"And, you know, blood and shooting sheep"
5622,"And, you know, blood and shooting sheep"
5623,"And, you know, blood and shooting sheep"
5624,"And, you know, blood and shooting sheep"
5625,"And, you know, blood and shooting sheep"
5626,"And, you know, blood and shooting sheep"
5627,"And, you know, blood and shooting sheep"
5628,"And, you know, blood and shooting sheep"
5629,"And, you know, blood and shooting sheep"
5630,"And, you know, blood and shooting sheep"
5631,"And, you know, blood and shooting sheep"
5632,"And, you know, blood and shooting sheep"
5633,"And, you know, blood and shooting sheep"
5634,"And, you know, blood and shooting sheep"
5635,"And, you know, blood and shooting sheep"
5636,"And, you know, blood and shooting sheep"
5637,"And, you know, blood and shooting sheep"
5638,"And, you know, blood and shooting sheep"
5639,"And, you know, blood and shooting sheep"
5640,"And, you know, blood and shooting sheep"
5641,"And, you know, blood and shooting sheep"
5642,"And, you know, blood and shooting sheep"
5643,"And, you know, blood and shooting sheep"
5644,"And, you know, blood and shooting sheep"
5645,"And, you know, blood and shooting sheep
and, but there was no option."
5646,"and, but there was no option."
5647,"and, but there was no option."
5648,"and, but there was no option."
5649,"and, but there was no option."
5650,"and, but there was no option."
5651,"and, but there was no option."
5652,"and, but there was no option."
5653,"and, but there was no option."
5654,"and, but there was no option."
5655,"and, but there was no option."
5656,"and, but there was no option."
5657,"and, but there was no option."
5658,"and, but there was no option."
5659,"and, but there was no option."
5660,"and, but there was no option."
5661,"and, but there was no option."
5662,"and, but there was no option."
5663,"and, but there was no option."
5664,"and, but there was no option."
5665,"and, but there was no option."
5666,"and, but there was no option."
5667,"and, but there was no option."
5668,"and, but there was no option."
5669,"and, but there was no option."
5670,"and, but there was no option."
5671,"and, but there was no option."
5672,"and, but there was no option."
